patch_id,community_short,n_cells,area_ha,water_year,n_valid,veg_p05_spatial,inund_pct,support_level,unit,period_label,cluster_column,weighting,estimand
U0001,aeolian,36,2.2447,1988,36,75.54850769042969,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1989,36,69.86310577392578,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1990,36,70.19417762756348,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1991,36,69.52713394165039,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1992,36,74.05396270751953,2.7777777777777777,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1993,36,72.24268341064453,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1994,36,57.03891849517822,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1995,36,73.55685806274414,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1996,36,60.40888214111328,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1997,36,55.348896980285645,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1998,36,61.45015525817871,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,1999,36,73.4577407836914,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2000,36,66.65019035339355,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2001,36,69.35966491699219,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2002,36,59.00566291809082,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2003,36,69.23784446716309,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2004,36,62.69632339477539,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2005,36,71.12316131591797,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2006,36,56.993364334106445,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
U0001,aeolian,36,2.2447,2007,36,54.53280448913574,0.0,pixel,patch-year (unzoned; contiguous single-community patch),1988-2022,patch_id - THERE IS NO PADDOCK. Unzoned patches are not nested in management zones and no paddock cluster is substituted,pixel-weighted by the unit's cell count (n_pixels_part / n_cells),WITHIN-UNIT: how one patch's floor moves when that same patch's own wetness moves
