"community","flood_freq_pct","gam_fitted"
"aeolian",0,44.7464121430459
"aeolian",0.648259327731092,44.7503080716018
"aeolian",1.29651865546218,44.7541589317793
"aeolian",1.94477798319328,44.7579196551996
"aeolian",2.59303731092437,44.7615451734851
"aeolian",3.24129663865546,44.7650954790804
"aeolian",3.88955596638655,44.7702496454385
"aeolian",4.53781529411765,44.7799576336124
"aeolian",5.18607462184874,44.7972035443163
"aeolian",5.83433394957983,44.8249741577253
"aeolian",6.48259327731092,44.8669479415881
"aeolian",7.13085260504202,44.9284122644545
"aeolian",7.77911193277311,45.0148827424982
"aeolian",8.4273712605042,45.1318749918935
"aeolian",9.07563058823529,45.2847743366422
"aeolian",9.72388991596639,45.4779313652048
"aeolian",10.3721492436975,45.7152032312571
"aeolian",11.0204085714286,46.0004440496644
"aeolian",11.6686678991597,46.3374536785129
"aeolian",12.3169272268908,46.7275007306292
"aeolian",12.9651865546218,47.168298256188
"aeolian",13.6134458823529,47.6572927410209
"aeolian",14.261705210084,48.1919306709588
"aeolian",14.9099645378151,48.7685668192907
"aeolian",15.5582238655462,49.3786755083854
"aeolian",16.2064831932773,50.0123677967075
"aeolian",16.8547425210084,50.6597546806145
"aeolian",17.5030018487395,51.3108748098004
"aeolian",18.1512611764706,51.954468073255
"aeolian",18.7995205042017,52.5781509702105
"aeolian",19.4477798319328,53.1695029589481
"aeolian",20.0960391596639,53.716106409272
"aeolian",20.744298487395,54.206887286433
"aeolian",21.3925578151261,54.6342440118049
"aeolian",22.0408171428571,54.9911284997048
"aeolian",22.6890764705882,55.2704926644488
"aeolian",23.3373357983193,55.4660147933933
"aeolian",23.9855951260504,55.5778944364414
"aeolian",24.6338544537815,55.6097752184577
"aeolian",25.2821137815126,55.5653319070235
"aeolian",25.9303731092437,55.4482951572935
"aeolian",26.5786324369748,55.2657488167484
"aeolian",27.2268917647059,55.029974145285
"aeolian",27.875151092437,54.7536994878682
"aeolian",28.5234104201681,54.4496531894638
"aeolian",29.1716697478992,54.1306641062338
"aeolian",29.8199290756302,53.8100635371467
"aeolian",30.4681884033613,53.5013394604927
"aeolian",31.1164477310924,53.2179799060183
"aeolian",31.7647070588235,52.9732696500482
"aeolian",32.4129663865546,52.7762013877379
"aeolian",33.0612257142857,52.63167818062
"aeolian",33.7094850420168,52.5444403559483
"aeolian",34.3577443697479,52.5192253292608
"aeolian",35.006003697479,52.5578707263659
"aeolian",35.6542630252101,52.653873006248
"aeolian",36.3025223529412,52.7992380080551
"aeolian",36.9507816806723,52.9859715709354
"aeolian",37.5990410084034,53.2056138245556
"aeolian",38.2473003361345,53.4449588966795
"aeolian",38.8955596638655,53.6880289008555
"aeolian",39.5438189915966,53.9188111882439
"aeolian",40.1920783193277,54.1213044315802
"aeolian",40.8403376470588,54.2804100716987
"aeolian",41.4885969747899,54.3825751712184
"aeolian",42.136856302521,54.4143984570705
"aeolian",42.7851156302521,54.3624786561859
"aeolian",43.4333749579832,54.214848040854
"aeolian",44.0816342857143,53.9675605228407
"aeolian",44.7298936134454,53.6194586704758
"aeolian",45.3781529411765,53.1693878517922
"aeolian",46.0264122689076,52.6164652189138
"aeolian",46.6746715966387,51.9666380091833
"aeolian",47.3229309243697,51.2330216233683
"aeolian",47.9711902521008,50.429070911445
"aeolian",48.6194495798319,49.5682412816514
"aeolian",49.267708907563,48.6656878018352
"aeolian",49.9159682352941,47.742015997154
"aeolian",50.5642275630252,46.8189217195962
"aeolian",51.2124868907563,45.9181008211502
"aeolian",51.8607462184874,45.061111948712
"aeolian",52.5090055462185,44.2679187697377
"aeolian",53.1572648739496,43.5574559468229
"aeolian",53.8055242016807,42.9486409931174
"aeolian",54.4537835294118,42.4603570584883
"aeolian",55.1020428571429,42.1076872784555
"aeolian",55.7503021848739,41.8985196859252
"aeolian",56.398561512605,41.8399409014903
"aeolian",57.0468208403361,41.9390375457438
"aeolian",57.6950801680672,42.2014429993206
"aeolian",58.3433394957983,42.6236735631692
"aeolian",58.9915988235294,43.1987179186619
"aeolian",59.6398581512605,43.919557103573
"aeolian",60.2881174789916,44.7790370223756
"aeolian",60.9363768067227,45.7659053141788
"aeolian",61.5846361344538,46.8641716350859
"aeolian",62.2328954621849,48.0575817199624
"aeolian",62.881154789916,49.3298812971293
"aeolian",63.5294141176471,50.6646724879331
"aeolian",64.1776734453781,52.0450433114262
"aeolian",64.8259327731092,53.453966788247
"aeolian",65.4741921008403,54.8744159390349
"aeolian",66.1224514285714,56.2896362516264
"aeolian",66.7707107563025,57.6865075542385
"aeolian",67.4189700840336,59.0544970242249
"aeolian",68.0672294117647,60.3831272993929
"aeolian",68.7154887394958,61.6619384245865
"aeolian",69.3637480672269,62.8832968574836
"aeolian",70.012007394958,64.0454960087309
"aeolian",70.6602667226891,65.1475755934913
"aeolian",71.3085260504202,66.1885753269276
"aeolian",71.9567853781513,67.1682028484991
"aeolian",72.6050447058823,68.0908738547658
"aeolian",73.2533040336134,68.963028062606
"aeolian",73.9015633613445,69.7911130288767
"aeolian",74.5498226890756,70.5815900788205
"aeolian",75.1980820168067,71.3414330493227
"aeolian",75.8463413445378,72.0782686865616
"aeolian",76.4946006722689,72.7997661016241
"aeolian",77.14286,73.5135944055991
"riverine",0,33.3966457845864
"riverine",0.672268907563025,34.5619424719908
"riverine",1.34453781512605,35.7151340812924
"riverine",2.01680672268908,36.8441155343875
"riverine",2.6890756302521,37.9367817531742
"riverine",3.36134453781513,38.9812548049161
"riverine",4.03361344537815,39.9676337642497
"riverine",4.70588235294118,40.8870356548788
"riverine",5.3781512605042,41.7305859133277
"riverine",6.05042016806723,42.489649545439
"riverine",6.72268907563025,43.1611016623992
"riverine",7.39495798319328,43.7473274868355
"riverine",8.0672268907563,44.2509518119188
"riverine",8.73949579831933,44.6746229876122
"riverine",9.41176470588235,45.0238397113036
"riverine",10.0840336134454,45.3096364661854
"riverine",10.7563025210084,45.5436837601023
"riverine",11.4285714285714,45.7376521008968
"riverine",12.1008403361345,45.9031268137353
"riverine",12.7731092436975,46.0513524922069
"riverine",13.4453781512605,46.1934885467887
"riverine",14.1176470588235,46.3406943879602
"riverine",14.7899159663866,46.5035229094705
"riverine",15.4621848739496,46.6872480706605
"riverine",16.1344537815126,46.8944257444131
"riverine",16.8067226890756,47.1275893401817
"riverine",17.4789915966387,47.3890924283857
"riverine",18.1512605042017,47.6771522857935
"riverine",18.8235294117647,47.9858498978211
"riverine",19.4957983193277,48.3090864113069
"riverine",20.1680672268908,48.6407601987262
"riverine",20.8403361344538,48.9744339346525
"riverine",21.5126050420168,49.3030183183888
"riverine",22.1848739495798,49.6193491414424
"riverine",22.8571428571429,49.9162621953187
