"response","band_lower_m","band_upper_m","n_pairs","n_units_used","morans_I","perm_mean","perm_sd","perm_p2_5","perm_p97_5","standardised_distance_from_perm_mean","n_permutations","support_level","unit","period_label","weighting","estimand","cluster","source_sha256_first50","interval_status"
"residual",0,2000,32,40,0.355275790953071,-0.0257006188270726,0.192542918679747,-0.388851198817321,0.355397474714183,1.97865708275574,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",2000,4000,231,113,0.130677154904773,-0.00801272838865274,0.068474213359366,-0.136073725405009,0.132268423728328,2.02543229763815,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",4000,6000,312,114,0.0458280102842091,-0.0077644428041393,0.060467905696428,-0.121428253952299,0.114844973739753,0.886295836958583,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",6000,8000,394,113,-0.00570936651860204,-0.0092254684434663,0.051719323910849,-0.105733531792417,0.0951738074428486,0.0679842979178368,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",8000,10000,371,115,0.0681652715240196,-0.0099980134665846,0.0528780701250933,-0.11329871195831,0.0914580945051266,1.47817960840276,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",10000,15000,1028,115,-0.0333537649037998,-0.00927044418137745,0.0286156571020907,-0.068518635808941,0.0460087565716919,-0.841613408928594,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",15000,20000,1056,115,-0.136647347479743,-0.00883380943034914,0.0299400269655858,-0.0708987541540885,0.0498387598298636,-4.26898540192724,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",20000,30000,1626,115,-0.00800278191534871,-0.0091349558035103,0.0210179359356541,-0.0562744811211091,0.0305913509444302,0.0538670348804811,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual",30000,60000,1440,113,0.0463601668397817,-0.00892342069774233,0.0274697334090904,-0.0651573910676012,0.0464741089477948,2.01252726825625,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual_z_local",0,2000,32,40,0.231744521782069,-0.0266337656100152,0.193690952386064,-0.39198896669475,0.370935492363896,1.33397189806308,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual_z_local",2000,4000,231,113,0.108547311958676,-0.0086914088385872,0.0688662546673417,-0.138730299091565,0.126859652799579,1.70241174525295,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
"residual_z_local",4000,6000,312,114,0.0297681091262967,-0.0084931798583023,0.0624484055265867,-0.127956062271214,0.115392411285655,0.612686403471257,1999,"pixel","part (paddock x community)","1988-2022","unweighted; binary weights inside the band","BETWEEN-UNIT residual - spatial correlogram, cross-paddock pairs only","none - testing whether the paddock cluster is too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration"
