"weights_id","weights_definition","response","period","period_label","n_units_used","n_units_dropped_no_neighbour","morans_I","expectation_under_no_dependence","perm_mean","perm_sd","perm_p2_5","perm_p50","perm_p97_5","standardised_distance_from_perm_mean","n_permutations","support_level","unit","weighting","estimand","cluster","source_sha256_first50","interval_status","no_p_value_note"
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual","whole_record","1988-2022",111,4,0.152034262232875,-0.00909090909090909,-0.0110319099249291,0.0877422942068928,-0.176738756113806,-0.0131038381770869,0.167178194172772,1.85846715807659,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual_z_local","whole_record","1988-2022",111,4,0.121734271116248,-0.00909090909090909,-0.0102892741745439,0.0882240537326801,-0.179041793741737,-0.0117932594244286,0.166575119306806,1.49645748188839,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual","cropping_era","1988-2013",111,4,0.186309972434014,-0.00909090909090909,-0.0107715288069312,0.0876693707823824,-0.17660323665495,-0.0139606152660914,0.168391834392958,2.24800862013885,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual_z_local","cropping_era","1988-2013",111,4,0.121819775477402,-0.00909090909090909,-0.0100034426279952,0.0877090904098282,-0.179152856396817,-0.0112262711853504,0.167421815900429,1.50295958479835,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual","post_management","2018-2022",111,4,0.11296269503828,-0.00909090909090909,-0.0107440172184576,0.0893195827177511,-0.181883237376065,-0.0124947692185594,0.169592736949968,1.38498981402151,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_all","shares a boundary (1 m tolerance), all pairs","residual_z_local","post_management","2018-2022",111,4,0.13320994522283,-0.00909090909090909,-0.0105651073045724,0.0892699081998493,-0.181624111090168,-0.0123705629788739,0.166827825392375,1.61056570379273,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_cross_paddock","shares a boundary, WITHIN-PADDOCK PAIRS EXCLUDED","residual","whole_record","1988-2022",90,25,0.267018154179963,-0.0112359550561798,-0.0112784606859769,0.103790922538505,-0.210406099496785,-0.0133490992984919,0.194261710423523,2.68131940693268,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_cross_paddock","shares a boundary, WITHIN-PADDOCK PAIRS EXCLUDED","residual_z_local","whole_record","1988-2022",90,25,0.128995130776748,-0.0112359550561798,-0.0108950336484252,0.10406080171723,-0.209917109403271,-0.0116793918359816,0.19447802410362,1.34431180729613,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_cross_paddock","shares a boundary, WITHIN-PADDOCK PAIRS EXCLUDED","residual","cropping_era","1988-2013",90,25,0.242817728429438,-0.0112359550561798,-0.010976026716851,0.103677844131873,-0.206174099825158,-0.0146792062160801,0.193385766781799,2.4479073351822,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_cross_paddock","shares a boundary, WITHIN-PADDOCK PAIRS EXCLUDED","residual_z_local","cropping_era","1988-2013",90,25,0.106332990557946,-0.0112359550561798,-0.0102180275327387,0.103784103349553,-0.206850712461306,-0.0117716556809558,0.195361776104657,1.12301416429963,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
"adjacency_cross_paddock","shares a boundary, WITHIN-PADDOCK PAIRS EXCLUDED","residual","post_management","2018-2022",90,25,0.372566954097367,-0.0112359550561798,-0.0119165407810615,0.104130022924183,-0.210075042102618,-0.0130137937445745,0.198290587357559,3.69234044208721,9999,"pixel","part (paddock x community)","unweighted (Moran's I is not a weighted statistic; the RESIDUALS being tested come from a pixel-weighted fit)","BETWEEN-UNIT residual - spatial dependence diagnostic. Not an estimate of any relationship","none - the point of the test is that the paddock cluster may be too small","01b017c2478d99d15e44653541062086dc79738f52293adce48b4edb4a2e5962","diagnostic - NOT registered, and nothing here is proposed for registration","NO P-VALUE IS COMPUTED. The permutation distribution is reported as a distribution and the observed value's standardised distance from its mean is an effect size, not a test."
